国名,名前,ポジション,クロス,決定力,ヘディング制度,ショートパス,ボレー,ドリブル,カーブ,FK精度,ロングパス,ボールコントロール,加速,トップスピード,俊敏性,リアクション,バランス,シュートパワー,ジャンプ,スタミナ,パワフル,ロングシュート,積極性,パスカット,ポジショニング,視野,ペナルティ,平静,防御意識,タックル,スライディング,GK ダイビング,GK ハンドリング,GK キック,GK ポジショニング,GK 反射神経,能力引用元
Portugal,BRUNO FERNANDES,MIDFIELDER,85.0,83.0,64.0,88.0,87.0,80.0,87.0,85.0,88.0,85.0,77.0,73.0,81.0,91.0,79.0,88.0,73.0,91.0,66.0,88.0,80.0,64.0,86.0,91.0,90.0,80.0,66.0,73.0,65.0,12.0,14.0,15.0,8.0,14.0,FIFA22
Portugal,WILLIAM ,MIDFIELDER,10.0,8.0,11.0,18.0,8.0,9.0,9.0,18.0,16.0,21.0,41.0,42.0,34.0,82.0,41.0,58.0,67.0,29.0,79.0,7.0,34.0,23.0,20.0,51.0,14.0,67.0,20.0,17.0,13.0,79.0,84.0,77.0,83.0,78.0,FIFA22
Portugal,VITINHA ,MIDFIELDER,71.0,66.0,39.0,82.0,62.0,81.0,62.0,61.0,79.0,84.0,76.0,70.0,90.0,74.0,84.0,69.0,56.0,75.0,45.0,71.0,53.0,73.0,72.0,80.0,73.0,82.0,68.0,72.0,68.0,12.0,13.0,8.0,5.0,5.0,FIFA22
Portugal,JOAO MARIO,MIDFIELDER,76.0,64.0,55.0,85.0,69.0,82.0,74.0,67.0,81.0,82.0,71.0,69.0,80.0,78.0,77.0,76.0,62.0,73.0,65.0,72.0,60.0,71.0,74.0,82.0,66.0,86.0,57.0,71.0,65.0,6.0,15.0,8.0,8.0,8.0,FIFA22
Portugal,RUBEN NEVES,MIDFIELDER,80.0,65.0,53.0,88.0,82.0,75.0,85.0,82.0,88.0,82.0,63.0,58.0,68.0,80.0,72.0,85.0,66.0,81.0,67.0,82.0,83.0,80.0,62.0,87.0,76.0,86.0,77.0,79.0,76.0,16.0,12.0,10.0,8.0,10.0,FIFA22
Portugal,MATHEUS NUNES,MIDFIELDER,59.0,71.0,53.0,79.0,57.0,84.0,74.0,58.0,77.0,82.0,81.0,83.0,74.0,83.0,75.0,77.0,54.0,85.0,74.0,68.0,76.0,78.0,79.0,77.0,59.0,79.0,76.0,75.0,74.0,13.0,10.0,12.0,12.0,13.0,FIFA22
Portugal,OTAVIO ,MIDFIELDER,79.0,68.0,57.0,81.0,66.0,86.0,80.0,72.0,78.0,85.0,81.0,76.0,85.0,82.0,83.0,72.0,54.0,82.0,62.0,67.0,80.0,62.0,77.0,84.0,72.0,81.0,66.0,67.0,52.0,11.0,12.0,9.0,10.0,15.0,FIFA22
Portugal,CRISTIANO RONALDO,FORWARD,84.0,94.0,90.0,80.0,86.0,86.0,81.0,79.0,77.0,88.0,82.0,87.0,82.0,94.0,72.0,94.0,95.0,77.0,77.0,92.0,63.0,29.0,95.0,76.0,90.0,95.0,24.0,32.0,24.0,7.0,11.0,15.0,14.0,11.0,FIFA22
Portugal,ANDRE SILVA,FORWARD,60.0,85.0,85.0,79.0,84.0,84.0,77.0,33.0,63.0,85.0,77.0,71.0,77.0,86.0,75.0,83.0,88.0,79.0,76.0,78.0,75.0,59.0,85.0,74.0,84.0,84.0,36.0,40.0,34.0,14.0,13.0,7.0,11.0,8.0,FIFA22
Portugal,BERNARDO SILVA,FORWARD,85.0,78.0,51.0,87.0,78.0,92.0,85.0,67.0,76.0,91.0,83.0,77.0,94.0,85.0,92.0,79.0,51.0,93.0,54.0,76.0,75.0,60.0,83.0,85.0,68.0,90.0,59.0,71.0,53.0,9.0,10.0,14.0,12.0,9.0,FIFA22
Portugal,JOAO FELIX,FORWARD,73.0,79.0,69.0,82.0,81.0,88.0,82.0,64.0,73.0,87.0,84.0,83.0,88.0,83.0,84.0,80.0,76.0,75.0,62.0,80.0,68.0,38.0,84.0,84.0,68.0,86.0,30.0,42.0,35.0,13.0,12.0,14.0,13.0,14.0,FIFA22
Portugal,RAFAEL LEAO,FORWARD,69.0,80.0,63.0,76.0,74.0,89.0,80.0,60.0,62.0,85.0,90.0,92.0,82.0,83.0,80.0,80.0,62.0,75.0,80.0,72.0,60.0,24.0,80.0,74.0,63.0,81.0,22.0,24.0,21.0,10.0,12.0,15.0,11.0,9.0,FIFA22
Portugal,Ricardo HORTA,FORWARD,74.0,79.0,51.0,77.0,82.0,81.0,78.0,76.0,69.0,79.0,81.0,75.0,83.0,82.0,85.0,80.0,62.0,82.0,64.0,77.0,67.0,55.0,82.0,77.0,71.0,73.0,32.0,44.0,35.0,7.0,9.0,10.0,8.0,13.0,FIFA22
Portugal,GONCALO RAMOS,FORWARD,60.0,75.0,74.0,71.0,64.0,72.0,60.0,41.0,65.0,73.0,78.0,77.0,77.0,75.0,76.0,77.0,82.0,85.0,77.0,67.0,80.0,31.0,75.0,63.0,57.0,67.0,38.0,41.0,21.0,15.0,9.0,7.0,7.0,15.0,FIFA22
Qatar,SAAD ALSHEEB,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,YOUSOF HASSAN,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,MESHAAL BARSHAM,GOALKEEPER,13.0,5.0,12.0,17.0,5.0,5.0,10.0,13.0,22.0,14.0,56.0,48.0,56.0,64.0,62.0,41.0,74.0,28.0,44.0,8.0,16.0,12.0,6.0,39.0,10.0,48.0,9.0,13.0,11.0,65.0,60.0,54.0,65.0,69.0,FIFA23
Qatar,PEDRO MIGUEL,DEFENDER,72.0,45.0,64.0,71.0,49.0,71.0,72.0,68.0,72.0,72.0,78.0,75.0,77.0,67.0,83.0,76.0,81.0,78.0,72.0,69.0,66.0,69.0,68.0,53.0,53.0,70.0,68.0,72.0,71.0,6.0,9.0,6.0,7.0,10.0,FIFA22
Qatar,MOHAMMED WAAD,DEFENDER,53.0,43.0,60.0,64.0,51.0,59.0,55.0,53.0,65.0,63.0,71.0,70.0,59.0,60.0,54.0,75.0,72.0,67.0,76.0,67.0,65.0,63.0,53.0,54.0,56.0,51.0,64.0,65.0,62.0,9.0,14.0,8.0,12.0,7.0,FIFA23
Qatar,TAREK SALMAN,DEFENDER,39.0,31.0,62.0,67.0,42.0,53.0,61.0,40.0,66.0,63.0,73.0,75.0,60.0,68.0,67.0,30.0,77.0,75.0,71.0,39.0,65.0,62.0,45.0,60.0,35.0,67.0,65.0,67.0,64.0,7.0,14.0,12.0,9.0,15.0,FIFA23
Qatar,MUSAAB KHIDIR,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,HOMAM AHMED,DEFENDER,65.0,37.0,55.0,62.0,57.0,61.0,64.0,42.0,62.0,65.0,68.0,79.0,59.0,60.0,49.0,50.0,62.0,76.0,69.0,52.0,58.0,62.0,57.0,49.0,35.0,52.0,63.0,65.0,64.0,13.0,6.0,14.0,11.0,9.0,FIFA23
Qatar,BASSAM HISHAM,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,BOUALEM KHOUKHI,DEFENDER,39.0,49.0,74.0,66.0,46.0,48.0,64.0,63.0,64.0,61.0,58.0,65.0,47.0,67.0,57.0,75.0,85.0,77.0,79.0,72.0,68.0,68.0,46.0,50.0,71.0,68.0,72.0,70.0,67.0,9.0,14.0,6.0,14.0,7.0,FIFA23
Qatar,ISMAIL MOHAMAD,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,ABDELKARIM HASSAN,MIDFIELDER,71.0,57.0,66.0,63.0,59.0,65.0,57.0,60.0,67.0,67.0,68.0,79.0,57.0,59.0,62.0,86.0,71.0,82.0,81.0,77.0,84.0,62.0,67.0,62.0,45.0,66.0,65.0,67.0,66.0,14.0,11.0,8.0,6.0,6.0,FIFA23
Qatar,ABDULAZIZ HATEM,MIDFIELDER,70.0,64.0,62.0,74.0,60.0,66.0,68.0,53.0,72.0,71.0,59.0,63.0,68.0,73.0,65.0,74.0,70.0,74.0,71.0,77.0,58.0,64.0,67.0,69.0,44.0,71.0,58.0,65.0,58.0,15.0,10.0,13.0,10.0,8.0,FIFA23
Qatar,ALI ASSADALLA,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,HASSAN ALHAYDOS,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,KARIM BOUDIAF,MIDFIELDER,65.0,60.0,66.0,74.0,54.0,69.0,73.0,50.0,75.0,74.0,50.0,53.0,62.0,70.0,58.0,69.0,72.0,78.0,78.0,69.0,62.0,67.0,57.0,74.0,40.0,72.0,68.0,67.0,64.0,10.0,6.0,11.0,13.0,13.0,FIFA23
Qatar,SALEM AL HAJRI,MIDFIELDER,45.0,35.0,58.0,63.0,35.0,50.0,49.0,35.0,57.0,57.0,61.0,55.0,59.0,58.0,66.0,43.0,68.0,58.0,71.0,38.0,68.0,63.0,34.0,52.0,40.0,58.0,61.0,66.0,65.0,12.0,12.0,12.0,9.0,14.0,FIFA23
Qatar,ASSIM MADIBO,MIDFIELDER,45.0,35.0,51.0,62.0,31.0,57.0,42.0,34.0,57.0,60.0,84.0,80.0,71.0,61.0,83.0,45.0,65.0,75.0,72.0,36.0,80.0,68.0,46.0,52.0,41.0,57.0,65.0,67.0,68.0,12.0,11.0,15.0,7.0,15.0,FIFA23
Qatar,NAIF ABDULRAHEEM,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,JASSEM GABER,MIDFIELDER,39.0,25.0,58.0,54.0,42.0,45.0,35.0,26.0,49.0,51.0,61.0,64.0,57.0,58.0,51.0,41.0,77.0,73.0,72.0,32.0,65.0,64.0,37.0,49.0,31.0,55.0,59.0,59.0,62.0,12.0,10.0,6.0,9.0,10.0,FIFA23
Qatar,MOUSTAFA TAREK,MIDFIELDER,58.0,42.0,59.0,63.0,35.0,56.0,46.0,35.0,61.0,57.0,63.0,65.0,60.0,59.0,52.0,46.0,72.0,71.0,67.0,39.0,68.0,56.0,49.0,53.0,31.0,50.0,51.0,56.0,55.0,12.0,15.0,7.0,7.0,11.0,FIFA23
Qatar,AHMED ALAAELDIN,FORWARD,42.0,62.0,67.0,49.0,59.0,62.0,50.0,41.0,38.0,65.0,80.0,82.0,72.0,58.0,78.0,65.0,88.0,57.0,67.0,55.0,40.0,27.0,68.0,52.0,61.0,64.0,23.0,16.0,14.0,10.0,5.0,13.0,12.0,10.0,FIFA23
Qatar,MOHAMMED MUNTARI,FORWARD,39.0,69.0,73.0,57.0,62.0,62.0,45.0,38.0,42.0,66.0,51.0,72.0,49.0,61.0,32.0,67.0,68.0,59.0,80.0,62.0,55.0,26.0,67.0,51.0,67.0,64.0,21.0,19.0,24.0,8.0,7.0,10.0,5.0,7.0,FIFA23
Qatar,AKRAM AFIF,FORWARD,72.0,74.0,48.0,75.0,69.0,79.0,76.0,59.0,70.0,75.0,87.0,87.0,81.0,68.0,72.0,70.0,69.0,72.0,51.0,65.0,37.0,27.0,73.0,69.0,76.0,78.0,28.0,36.0,28.0,7.0,14.0,8.0,5.0,10.0,FIFA23
Qatar,KHALID MUNEER,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,ALMOEZ ALI,FORWARD,39.0,76.0,76.0,58.0,74.0,68.0,53.0,49.0,49.0,64.0,68.0,82.0,60.0,66.0,42.0,77.0,81.0,65.0,76.0,69.0,55.0,19.0,71.0,59.0,75.0,62.0,21.0,12.0,18.0,12.0,14.0,15.0,6.0,12.0,FIFA23
Saudi-arabia,MOHAMMED ALYAMI,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,MOHAMMED ALOWAIS,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,NAWAF ALAQIDI,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,SULTAN ALGHANNAM,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ABDULLAH MADU,DEFENDER,42.0,22.0,70.0,54.0,28.0,29.0,26.0,21.0,45.0,53.0,41.0,44.0,33.0,58.0,49.0,39.0,77.0,69.0,80.0,17.0,70.0,66.0,24.0,40.0,55.0,49.0,67.0,68.0,63.0,11.0,13.0,6.0,8.0,8.0,FIFA22
Saudi-arabia,Abdulelah ALAMRI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ALI ALBULAYHI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,MOHAMMED ALBURAYK,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,SAUD ABDULHAMID,DEFENDER,67.0,41.0,49.0,64.0,35.0,67.0,45.0,43.0,58.0,61.0,84.0,85.0,80.0,62.0,84.0,50.0,64.0,84.0,59.0,43.0,62.0,65.0,65.0,46.0,43.0,49.0,60.0,65.0,62.0,5.0,9.0,6.0,12.0,14.0,FIFA22
Saudi-arabia,YASSER ALSHAHRANI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,Hassan ALTAMBAKTI,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,SALMAN ALFARAJ,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ABDULELAH ALMALKI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ABDULLAH OTAYF,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ALI ALHASSAN,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,Sami ALNAJI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,NAWAF AL ABID,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,MOHAMED KANNO,MIDFIELDER,66.0,66.0,68.0,74.0,56.0,72.0,56.0,51.0,75.0,72.0,70.0,78.0,74.0,67.0,58.0,75.0,66.0,77.0,76.0,71.0,67.0,66.0,68.0,66.0,62.0,66.0,70.0,70.0,62.0,10.0,15.0,9.0,13.0,11.0,FIFA23
Saudi-arabia,Nasser ALDAWSARI,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,RIYADH SHARAHILI,MIDFIELDER,48.0,52.0,57.0,64.0,32.0,62.0,41.0,39.0,61.0,63.0,48.0,50.0,54.0,59.0,35.0,54.0,64.0,80.0,80.0,47.0,60.0,59.0,56.0,57.0,45.0,50.0,58.0,62.0,54.0,10.0,15.0,10.0,14.0,7.0,FIFA22
Saudi-arabia,FERAS ALBRIKAN,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,SALEM ALDAWSARI,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,SALEH ALSHEHRI,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,HATAN BAHBRI,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,ABDULRAHMAN ALOBUD,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi-arabia,HAITHAM ASIRI,FORWARD,46.0,53.0,49.0,48.0,41.0,61.0,44.0,33.0,44.0,57.0,76.0,80.0,67.0,48.0,69.0,50.0,72.0,53.0,58.0,39.0,73.0,17.0,53.0,46.0,41.0,42.0,21.0,22.0,22.0,7.0,11.0,9.0,12.0,9.0,FIFA22
Senegal,Seny DIENG,GOALKEEPER,7.0,9.0,20.0,31.0,8.0,10.0,31.0,8.0,47.0,20.0,39.0,41.0,34.0,72.0,33.0,53.0,66.0,26.0,63.0,5.0,24.0,11.0,6.0,50.0,8.0,44.0,8.0,9.0,14.0,70.0,68.0,71.0,69.0,75.0,FIFA22
Senegal,Edouard MENDY,GOALKEEPER,10.0,5.0,10.0,44.0,9.0,13.0,13.0,14.0,46.0,31.0,36.0,33.0,50.0,86.0,33.0,61.0,39.0,37.0,72.0,9.0,22.0,13.0,6.0,50.0,13.0,58.0,10.0,11.0,13.0,85.0,83.0,81.0,85.0,88.0,FIFA22
Senegal,Alfred GOMIS,GOALKEEPER,15.0,16.0,11.0,34.0,11.0,15.0,12.0,12.0,41.0,24.0,43.0,41.0,60.0,73.0,54.0,53.0,78.0,33.0,65.0,15.0,16.0,21.0,16.0,61.0,23.0,57.0,18.0,14.0,10.0,77.0,76.0,71.0,76.0,76.0,FIFA22
Senegal,Formose MENDY,DEFENDER,48.0,23.0,66.0,63.0,26.0,42.0,26.0,25.0,41.0,56.0,65.0,75.0,48.0,45.0,47.0,32.0,70.0,60.0,70.0,26.0,40.0,59.0,21.0,29.0,37.0,43.0,58.0,66.0,62.0,8.0,12.0,7.0,7.0,15.0,FIFA22
Senegal,Kalidou KOULIBALY,DEFENDER,30.0,22.0,84.0,63.0,14.0,69.0,28.0,28.0,64.0,64.0,74.0,91.0,51.0,83.0,34.0,55.0,82.0,70.0,94.0,15.0,83.0,85.0,35.0,52.0,33.0,81.0,90.0,89.0,86.0,7.0,11.0,7.0,13.0,5.0,FIFA22
Senegal,Pape Abou CISSE,DEFENDER,27.0,23.0,76.0,64.0,33.0,39.0,29.0,33.0,58.0,49.0,75.0,80.0,49.0,68.0,35.0,56.0,81.0,71.0,92.0,27.0,88.0,71.0,39.0,30.0,38.0,58.0,73.0,77.0,76.0,14.0,16.0,9.0,15.0,13.0,FIFA22
Senegal,Cheikhou KOUYATE,DEFENDER,53.0,63.0,78.0,70.0,50.0,68.0,39.0,47.0,66.0,73.0,61.0,66.0,62.0,79.0,54.0,74.0,77.0,86.0,85.0,63.0,85.0,77.0,69.0,67.0,52.0,72.0,77.0,79.0,75.0,15.0,8.0,9.0,12.0,9.0,FIFA22
Senegal,Moussa NDIAYE,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Fode BALLO,DEFENDER,70.0,49.0,58.0,72.0,39.0,73.0,68.0,49.0,64.0,72.0,86.0,85.0,70.0,65.0,70.0,56.0,62.0,76.0,71.0,52.0,74.0,65.0,64.0,64.0,53.0,63.0,66.0,71.0,66.0,14.0,14.0,7.0,11.0,8.0,FIFA22
Senegal,Ismail JAKOBS,DEFENDER,68.0,64.0,56.0,68.0,41.0,75.0,54.0,30.0,49.0,72.0,88.0,85.0,74.0,68.0,68.0,65.0,54.0,78.0,67.0,44.0,65.0,66.0,64.0,56.0,55.0,66.0,64.0,67.0,67.0,15.0,8.0,10.0,7.0,11.0,FIFA22
Senegal,Youssouf SABALY,DEFENDER,74.0,43.0,55.0,73.0,37.0,71.0,59.0,38.0,60.0,69.0,77.0,78.0,73.0,73.0,82.0,53.0,70.0,77.0,68.0,44.0,67.0,75.0,72.0,45.0,43.0,70.0,75.0,75.0,73.0,9.0,11.0,8.0,15.0,11.0,FIFA22
Senegal,Abdou DIALLO,DEFENDER,68.0,38.0,78.0,78.0,39.0,75.0,58.0,32.0,76.0,77.0,72.0,76.0,73.0,76.0,71.0,51.0,84.0,74.0,77.0,24.0,77.0,77.0,61.0,69.0,41.0,81.0,76.0,78.0,81.0,12.0,7.0,7.0,7.0,8.0,FIFA22
Senegal,Moustapha NAME,DEFENDER,66.0,59.0,53.0,70.0,51.0,66.0,58.0,69.0,70.0,70.0,67.0,68.0,72.0,70.0,70.0,71.0,59.0,83.0,72.0,62.0,68.0,66.0,66.0,69.0,70.0,68.0,65.0,65.0,61.0,12.0,12.0,6.0,6.0,10.0,FIFA22
Senegal,Idrissa Gana GUEYE,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Nampalys MENDY,MIDFIELDER,61.0,49.0,65.0,77.0,41.0,71.0,69.0,54.0,72.0,78.0,71.0,62.0,75.0,72.0,87.0,61.0,76.0,66.0,68.0,59.0,77.0,72.0,56.0,64.0,55.0,75.0,73.0,74.0,73.0,14.0,12.0,9.0,12.0,15.0,FIFA22
Senegal,Pathe CISS,MIDFIELDER,48.0,45.0,74.0,66.0,32.0,48.0,33.0,30.0,64.0,62.0,67.0,65.0,58.0,69.0,59.0,70.0,83.0,89.0,81.0,51.0,78.0,70.0,60.0,60.0,40.0,55.0,67.0,72.0,70.0,13.0,5.0,11.0,14.0,13.0,FIFA22
Senegal,Krepin DIATTA,MIDFIELDER,67.0,68.0,62.0,69.0,68.0,79.0,62.0,58.0,65.0,74.0,92.0,92.0,91.0,70.0,78.0,73.0,93.0,84.0,62.0,73.0,57.0,48.0,65.0,69.0,59.0,71.0,55.0,32.0,50.0,10.0,8.0,11.0,11.0,12.0,FIFA22
Senegal,Pape SARR,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Mamadou NDIAYE,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Pape GUEYE,MIDFIELDER,58.0,37.0,63.0,76.0,45.0,71.0,46.0,35.0,72.0,74.0,65.0,67.0,56.0,76.0,53.0,75.0,73.0,81.0,79.0,43.0,79.0,75.0,63.0,65.0,42.0,73.0,70.0,76.0,74.0,12.0,12.0,12.0,14.0,12.0,FIFA22
Senegal,Nicolas JACKSON,FORWARD,45.0,77.0,70.0,66.0,68.0,75.0,45.0,47.0,54.0,72.0,76.0,76.0,75.0,67.0,69.0,73.0,73.0,75.0,72.0,71.0,51.0,35.0,70.0,60.0,59.0,60.0,41.0,38.0,39.0,12.0,7.0,12.0,7.0,7.0,FIFA23
Senegal,Boulaye DIA,FORWARD,47.0,81.0,74.0,69.0,69.0,78.0,56.0,49.0,45.0,78.0,79.0,87.0,66.0,74.0,65.0,79.0,76.0,75.0,83.0,69.0,62.0,22.0,80.0,62.0,77.0,61.0,28.0,17.0,14.0,11.0,10.0,15.0,14.0,10.0,FIFA22
Senegal,Iliman NDIAYE,FORWARD,52.0,64.0,43.0,65.0,46.0,73.0,66.0,55.0,58.0,72.0,79.0,77.0,74.0,62.0,74.0,62.0,50.0,59.0,59.0,56.0,31.0,29.0,64.0,66.0,48.0,60.0,33.0,20.0,16.0,7.0,9.0,7.0,15.0,8.0,FIFA22
Senegal,Ismaila SARR,FORWARD,68.0,75.0,44.0,69.0,76.0,82.0,78.0,55.0,59.0,79.0,94.0,94.0,78.0,75.0,74.0,82.0,48.0,73.0,71.0,78.0,53.0,17.0,73.0,68.0,58.0,78.0,25.0,16.0,21.0,14.0,13.0,7.0,6.0,9.0,FIFA22
Senegal,Famara DIEDHIOU,FORWARD,33.0,72.0,76.0,58.0,63.0,67.0,53.0,39.0,42.0,69.0,54.0,66.0,60.0,65.0,58.0,74.0,67.0,59.0,86.0,58.0,61.0,22.0,72.0,50.0,74.0,64.0,37.0,22.0,16.0,7.0,10.0,15.0,11.0,12.0,FIFA22
Senegal,Cheikh DIENG,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,Marko DMITROVIC,GOALKEEPER,30.0,20.0,20.0,40.0,20.0,8.0,20.0,18.0,40.0,9.0,39.0,35.0,32.0,76.0,37.0,59.0,50.0,45.0,79.0,17.0,20.0,17.0,9.0,45.0,58.0,59.0,19.0,22.0,20.0,77.0,79.0,78.0,80.0,81.0,FIFA22
Serbia,Predrag RAJKOVIC,GOALKEEPER,13.0,9.0,13.0,31.0,8.0,8.0,14.0,10.0,42.0,18.0,30.0,18.0,32.0,73.0,29.0,56.0,35.0,26.0,66.0,10.0,25.0,10.0,4.0,42.0,20.0,32.0,11.0,10.0,10.0,77.0,76.0,74.0,79.0,81.0,FIFA22
Serbia,Vanja MILINKOVIC,GOALKEEPER,18.0,20.0,12.0,31.0,16.0,15.0,55.0,59.0,30.0,18.0,41.0,45.0,38.0,63.0,38.0,59.0,58.0,33.0,73.0,45.0,34.0,21.0,12.0,58.0,24.0,65.0,11.0,15.0,19.0,73.0,71.0,78.0,74.0,73.0,FIFA22
Serbia,Strahinja PAVLOVIC,DEFENDER,53.0,43.0,71.0,60.0,25.0,63.0,24.0,38.0,58.0,68.0,53.0,64.0,44.0,66.0,38.0,56.0,62.0,63.0,84.0,36.0,72.0,70.0,34.0,31.0,43.0,68.0,66.0,70.0,65.0,12.0,14.0,8.0,10.0,13.0,FIFA22
Serbia,Strahinja ERAKOVIC,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,Nikola MILENKOVIC,DEFENDER,66.0,38.0,74.0,68.0,35.0,60.0,34.0,22.0,66.0,68.0,68.0,65.0,50.0,74.0,40.0,60.0,73.0,76.0,85.0,54.0,82.0,78.0,22.0,55.0,34.0,70.0,79.0,79.0,77.0,8.0,7.0,13.0,7.0,14.0,FIFA22
Serbia,Milos VELJKOVIC,DEFENDER,43.0,27.0,76.0,67.0,30.0,51.0,31.0,24.0,62.0,66.0,52.0,52.0,58.0,75.0,64.0,45.0,83.0,67.0,76.0,31.0,67.0,74.0,37.0,44.0,37.0,73.0,71.0,75.0,73.0,15.0,7.0,15.0,11.0,11.0,FIFA22
Serbia,Stefan MITROVIC,DEFENDER,38.0,22.0,75.0,63.0,28.0,51.0,29.0,33.0,65.0,61.0,33.0,33.0,34.0,72.0,38.0,59.0,74.0,75.0,85.0,38.0,82.0,73.0,31.0,43.0,35.0,70.0,75.0,75.0,68.0,9.0,8.0,8.0,15.0,16.0,FIFA22
Serbia,Srdan BABIC,DEFENDER,23.0,35.0,71.0,58.0,33.0,46.0,41.0,40.0,56.0,62.0,54.0,57.0,42.0,68.0,38.0,57.0,71.0,60.0,87.0,41.0,67.0,67.0,28.0,34.0,38.0,64.0,72.0,73.0,71.0,14.0,9.0,11.0,13.0,6.0,FIFA22
Serbia,Filip MLADENOVIC,DEFENDER,69.0,64.0,56.0,67.0,59.0,65.0,73.0,64.0,65.0,65.0,85.0,85.0,83.0,63.0,71.0,67.0,74.0,84.0,47.0,62.0,64.0,62.0,63.0,65.0,48.0,66.0,61.0,62.0,61.0,15.0,8.0,13.0,11.0,14.0,FIFA22
Serbia,Nemanja MAKSIMOVIC,MIDFIELDER,65.0,70.0,73.0,80.0,49.0,70.0,63.0,72.0,76.0,76.0,53.0,55.0,60.0,80.0,56.0,72.0,76.0,84.0,76.0,69.0,78.0,81.0,73.0,78.0,51.0,77.0,76.0,79.0,70.0,14.0,10.0,15.0,15.0,13.0,FIFA22
Serbia,Nemanja GUDELJ,MIDFIELDER,74.0,58.0,69.0,84.0,69.0,66.0,80.0,79.0,78.0,78.0,55.0,61.0,60.0,70.0,53.0,85.0,67.0,82.0,85.0,81.0,82.0,76.0,65.0,74.0,74.0,80.0,74.0,75.0,72.0,8.0,11.0,8.0,14.0,12.0,FIFA22
Serbia,Andrija ZIVKOVIC,MIDFIELDER,76.0,74.0,46.0,74.0,66.0,82.0,83.0,71.0,65.0,81.0,82.0,78.0,75.0,69.0,88.0,78.0,60.0,74.0,54.0,70.0,60.0,64.0,71.0,77.0,68.0,80.0,49.0,59.0,50.0,9.0,11.0,8.0,6.0,6.0,FIFA22
